wikipedia_movie_ID,name,original_genres,predicted_genres
26187835,deep waters,['Drama'],"['Action/Adventure', 'Adaptation', 'Adult', 'Animation', 'Asian Movies', ""Children's/Family"", 'Comedy', 'Coming of age', 'Crime', 'Culture & Society', 'Disaster/Dystopia', 'Drama', 'Fantasy', 'Friendships, Family & Personal Relationships', 'Historical', 'Holiday Film', 'Horror', 'Indie', 'LGBT', 'Music/Dance', 'Mystery/Suspense', 'Non-fiction/Educational', 'Old-fashioned/classical style', 'Political', 'Prison', 'Religious Film', 'Romance', 'Science Fiction', 'Short Film', 'Sports', 'Spy', 'Supernatural/Monster', 'Teen', 'Thriller', 'Unconventional', 'War/combat', 'Western', 'World cinema', 'Other']"
8323828,beyond the door,"['Horror', 'Supernatural/Monster']","['Action/Adventure', 'Adaptation', 'Adult', 'Animation', 'Asian Movies', ""Children's/Family"", 'Comedy', 'Coming of age', 'Crime', 'Culture & Society', 'Disaster/Dystopia', 'Drama', 'Fantasy', 'Friendships, Family & Personal Relationships', 'Historical', 'Holiday Film', 'Horror', 'Indie', 'LGBT', 'Music/Dance', 'Mystery/Suspense', 'Non-fiction/Educational', 'Old-fashioned/classical style', 'Political', 'Prison', 'Religious Film', 'Romance', 'Science Fiction', 'Short Film', 'Sports', 'Spy', 'Supernatural/Monster', 'Teen', 'Thriller', 'Unconventional', 'War/combat', 'Western', 'World cinema', 'Other']"
29004017,fjorton suger,"['Drama', 'Romance']","['Action/Adventure', 'Adaptation', 'Adult', 'Animation', 'Asian Movies', ""Children's/Family"", 'Comedy', 'Coming of age', 'Crime', 'Culture & Society', 'Disaster/Dystopia', 'Drama', 'Fantasy', 'Friendships, Family & Personal Relationships', 'Historical', 'Holiday Film', 'Horror', 'Indie', 'LGBT', 'Music/Dance', 'Mystery/Suspense', 'Non-fiction/Educational', 'Old-fashioned/classical style', 'Political', 'Prison', 'Religious Film', 'Romance', 'Science Fiction', 'Short Film', 'Sports', 'Spy', 'Supernatural/Monster', 'Teen', 'Thriller', 'Unconventional', 'War/combat', 'Western', 'World cinema', 'Other']"
76617,vertigo,"['Adaptation', 'Crime', 'Drama', 'Mystery/Suspense', 'Romance', 'Thriller']","['Action/Adventure', 'Adaptation', 'Adult', 'Animation', 'Asian Movies', ""Children's/Family"", 'Comedy', 'Coming of age', 'Crime', 'Culture & Society', 'Disaster/Dystopia', 'Drama', 'Fantasy', 'Friendships, Family & Personal Relationships', 'Historical', 'Holiday Film', 'Horror', 'Indie', 'LGBT', 'Music/Dance', 'Mystery/Suspense', 'Non-fiction/Educational', 'Old-fashioned/classical style', 'Political', 'Prison', 'Religious Film', 'Romance', 'Science Fiction', 'Short Film', 'Sports', 'Spy', 'Supernatural/Monster', 'Teen', 'Thriller', 'Unconventional', 'War/combat', 'Western', 'World cinema', 'Other']"
32873419,goodbye first love,"['Drama', 'Romance']","['Action/Adventure', 'Adaptation', 'Adult', 'Animation', 'Asian Movies', ""Children's/Family"", 'Comedy', 'Coming of age', 'Crime', 'Culture & Society', 'Disaster/Dystopia', 'Drama', 'Fantasy', 'Friendships, Family & Personal Relationships', 'Historical', 'Holiday Film', 'Horror', 'Indie', 'LGBT', 'Music/Dance', 'Mystery/Suspense', 'Non-fiction/Educational', 'Old-fashioned/classical style', 'Political', 'Prison', 'Religious Film', 'Romance', 'Science Fiction', 'Short Film', 'Sports', 'Spy', 'Supernatural/Monster', 'Teen', 'Thriller', 'Unconventional', 'War/combat', 'Western', 'World cinema', 'Other']"
5735396,invasion of the body snatchers,"['Adaptation', 'Disaster/Dystopia', 'Science Fiction', 'Thriller', 'Unconventional']","['Action/Adventure', 'Adaptation', 'Adult', 'Animation', 'Asian Movies', ""Children's/Family"", 'Comedy', 'Coming of age', 'Crime', 'Culture & Society', 'Disaster/Dystopia', 'Drama', 'Fantasy', 'Friendships, Family & Personal Relationships', 'Historical', 'Holiday Film', 'Horror', 'Indie', 'LGBT', 'Music/Dance', 'Mystery/Suspense', 'Non-fiction/Educational', 'Old-fashioned/classical style', 'Political', 'Prison', 'Religious Film', 'Romance', 'Science Fiction', 'Short Film', 'Sports', 'Spy', 'Supernatural/Monster', 'Teen', 'Thriller', 'Unconventional', 'War/combat', 'Western', 'World cinema', 'Other']"
31386708,the theatre bizarre,"['Crime', 'Horror', 'Thriller', 'Unconventional']","['Action/Adventure', 'Adaptation', 'Adult', 'Animation', 'Asian Movies', ""Children's/Family"", 'Comedy', 'Coming of age', 'Crime', 'Culture & Society', 'Disaster/Dystopia', 'Drama', 'Fantasy', 'Friendships, Family & Personal Relationships', 'Historical', 'Holiday Film', 'Horror', 'Indie', 'LGBT', 'Music/Dance', 'Mystery/Suspense', 'Non-fiction/Educational', 'Old-fashioned/classical style', 'Political', 'Prison', 'Religious Film', 'Romance', 'Science Fiction', 'Short Film', 'Sports', 'Spy', 'Supernatural/Monster', 'Teen', 'Thriller', 'Unconventional', 'War/combat', 'Western', 'World cinema', 'Other']"
5157844,checking out,['Comedy'],"['Action/Adventure', 'Adaptation', 'Adult', 'Animation', 'Asian Movies', ""Children's/Family"", 'Comedy', 'Coming of age', 'Crime', 'Culture & Society', 'Disaster/Dystopia', 'Drama', 'Fantasy', 'Friendships, Family & Personal Relationships', 'Historical', 'Holiday Film', 'Horror', 'Indie', 'LGBT', 'Music/Dance', 'Mystery/Suspense', 'Non-fiction/Educational', 'Old-fashioned/classical style', 'Political', 'Prison', 'Religious Film', 'Romance', 'Science Fiction', 'Short Film', 'Sports', 'Spy', 'Supernatural/Monster', 'Teen', 'Thriller', 'Unconventional', 'War/combat', 'Western', 'World cinema', 'Other']"
10026936,take the high ground!,"['Comedy', 'War/combat']","['Action/Adventure', 'Adaptation', 'Adult', 'Animation', 'Asian Movies', ""Children's/Family"", 'Comedy', 'Coming of age', 'Crime', 'Culture & Society', 'Disaster/Dystopia', 'Drama', 'Fantasy', 'Friendships, Family & Personal Relationships', 'Historical', 'Holiday Film', 'Horror', 'Indie', 'LGBT', 'Music/Dance', 'Mystery/Suspense', 'Non-fiction/Educational', 'Old-fashioned/classical style', 'Political', 'Prison', 'Religious Film', 'Romance', 'Science Fiction', 'Short Film', 'Sports', 'Spy', 'Supernatural/Monster', 'Teen', 'Thriller', 'Unconventional', 'War/combat', 'Western', 'World cinema', 'Other']"
22833618,to die like a man,"['Drama', 'Fantasy', 'Music/Dance', 'Non-fiction/Educational', 'World cinema']","['Action/Adventure', 'Adaptation', 'Adult', 'Animation', 'Asian Movies', ""Children's/Family"", 'Comedy', 'Coming of age', 'Crime', 'Culture & Society', 'Disaster/Dystopia', 'Drama', 'Fantasy', 'Friendships, Family & Personal Relationships', 'Historical', 'Holiday Film', 'Horror', 'Indie', 'LGBT', 'Music/Dance', 'Mystery/Suspense', 'Non-fiction/Educational', 'Old-fashioned/classical style', 'Political', 'Prison', 'Religious Film', 'Romance', 'Science Fiction', 'Short Film', 'Sports', 'Spy', 'Supernatural/Monster', 'Teen', 'Thriller', 'Unconventional', 'War/combat', 'Western', 'World cinema', 'Other']"
