wikipedia_movie_ID,name,original_genres,predicted_genres
26187835,deep waters,['Drama'],"['Comedy', 'Drama', 'Old-fashioned/classical style', 'Short Film']"
8323828,beyond the door,"['Horror', 'Supernatural/Monster']","['Comedy', 'Drama', 'Old-fashioned/classical style', 'Romance']"
29004017,fjorton suger,"['Drama', 'Romance']","['Comedy', 'Drama', 'Romance']"
76617,vertigo,"['Adaptation', 'Crime', 'Drama', 'Mystery/Suspense', 'Romance', 'Thriller']","['Action/Adventure', 'Comedy', 'Crime', 'Drama', 'Old-fashioned/classical style', 'Romance', 'Thriller']"
32873419,goodbye first love,"['Drama', 'Romance']","['Action/Adventure', 'Comedy', 'Drama', 'Romance', 'Thriller']"
5735396,invasion of the body snatchers,"['Adaptation', 'Disaster/Dystopia', 'Science Fiction', 'Thriller', 'Unconventional']","['Action/Adventure', 'Comedy', 'Crime', 'Drama', 'Romance', 'Thriller']"
31386708,the theatre bizarre,"['Crime', 'Horror', 'Thriller', 'Unconventional']","['Action/Adventure', 'Comedy', 'Crime', 'Drama', 'Romance', 'Thriller']"
5157844,checking out,['Comedy'],"['Animation', ""Children's/Family"", 'Comedy', 'Drama', 'Romance']"
10026936,take the high ground!,"['Comedy', 'War/combat']","['Action/Adventure', 'Comedy', 'Drama', 'Old-fashioned/classical style']"
22833618,to die like a man,"['Drama', 'Fantasy', 'Music/Dance', 'Non-fiction/Educational', 'World cinema']","['Comedy', 'Drama', 'Non-fiction/Educational', 'Romance']"
5974081,deepavali,"['Asian Movies', 'Romance']","['Comedy', 'Drama', 'Romance']"
28703057,the corbett-fitzsimmons fight,['Sports'],"['Comedy', 'Drama', 'Old-fashioned/classical style', 'Short Film']"
24383650,the blue mansion,['Comedy'],"['Action/Adventure', 'Comedy', 'Crime', 'Drama', 'Thriller']"
619728,tangled,"['Animation', ""Children's/Family"", 'Comedy', 'Fantasy', 'Music/Dance', 'Romance']","['Action/Adventure', ""Children's/Family"", 'Comedy', 'Fantasy', 'Science Fiction', 'Thriller']"
31317798,skinner's dress suit,['Comedy'],"['Comedy', 'Drama', 'Old-fashioned/classical style', 'Romance', 'Short Film']"
29758162,desert gold,"['Action/Adventure', 'Western']","['Comedy', 'Drama', 'Indie', 'Old-fashioned/classical style', 'Short Film']"
23751392,ee pattanathil bhootham,['Fantasy'],"['Action/Adventure', 'Comedy', 'Crime', 'Drama', 'Thriller']"
20700559,miracle on 34th street,"[""Children's/Family"", 'Drama', 'Fantasy']","['Action/Adventure', 'Comedy', 'Drama', 'Romance']"
28803197,the legend of action man,"['Comedy', 'Mystery/Suspense']","['Action/Adventure', 'Drama', 'Horror', 'Non-fiction/Educational', 'Thriller']"
26017039,toss-up,['Drama'],"[""Children's/Family"", 'Comedy', 'Drama', 'Horror', 'Romance', 'Thriller']"
36127934,maleficent,['Fantasy'],"['Action/Adventure', 'Animation', ""Children's/Family"", 'Comedy', 'Fantasy', 'Science Fiction', 'Thriller']"
7267287,changing husbands,"['Comedy', 'Old-fashioned/classical style']","['Comedy', 'Drama', 'Indie', 'Old-fashioned/classical style', 'Romance', 'Short Film']"
1705391,naked,"['Comedy', 'Drama']","['Action/Adventure', 'Comedy', 'Drama', 'Romance', 'Thriller']"
24162487,the gamblers,['Drama'],"['Comedy', 'Drama', 'Indie', 'Old-fashioned/classical style', 'Romance', 'Short Film']"
12243701,d,"['Crime', 'Drama', 'Thriller', 'World cinema']","['Action/Adventure', 'Comedy', 'Crime', 'Drama', 'Thriller']"
5584803,sweetie,"['Comedy', 'Drama', 'Indie', 'World cinema']","['Action/Adventure', 'Comedy', 'Drama', 'Romance']"
31803599,the angel with the trumpet,['Drama'],"['Comedy', 'Drama', 'Old-fashioned/classical style', 'Romance', 'Short Film']"
36105729,the frozen child,"['Drama', 'Old-fashioned/classical style', 'Short Film']","['Comedy', 'Drama', 'Old-fashioned/classical style', 'Romance', 'Short Film']"
12715927,song of the exile,"['Asian Movies', 'Drama']","['Comedy', 'Drama', 'Romance']"
5083033,never a dull moment,"['Action/Adventure', ""Children's/Family"", 'Comedy', 'Crime', 'Drama', 'Mystery/Suspense']","['Comedy', 'Drama', 'Old-fashioned/classical style', 'Romance']"
17285896,intimate strangers,"['Adult', 'Drama', 'Romance', 'Thriller', 'World cinema']","['Comedy', 'Drama', 'Romance']"
479457,eraser,"['Action/Adventure', 'Thriller']","['Action/Adventure', 'Comedy', 'Crime', 'Drama', 'Fantasy', 'Science Fiction', 'Thriller']"
12447521,all aboard! rosie's family cruise,"['Culture & Society', 'Friendships, Family & Personal Relationships', 'LGBT', 'Non-fiction/Educational']","['Comedy', 'Drama']"
25992848,a wicked ghost ii: the fear,"['Asian Movies', 'Horror']","['Action/Adventure', 'Crime', 'Drama', 'Horror', 'Thriller']"
900626,dear jesse,"['LGBT', 'Non-fiction/Educational', 'Political']","['Comedy', 'Drama']"
33210995,state's attorney,['Drama'],"['Comedy', 'Drama', 'Old-fashioned/classical style', 'Short Film']"
19312636,the glorious fourth,"[""Children's/Family"", 'Comedy', 'Old-fashioned/classical style', 'Short Film']","['Comedy', 'Drama', 'Old-fashioned/classical style', 'Romance', 'Short Film']"
23894000,without dowry,"['Drama', 'Romance']","['Comedy', 'Drama', 'Old-fashioned/classical style', 'Romance', 'Short Film']"
16075597,violets are blue,"['Drama', 'Romance']","['Comedy', 'Drama', 'Romance']"
2566991,hey ram,"['Asian Movies', 'Drama', 'Historical', 'World cinema']","['Action/Adventure', 'Comedy', 'Crime', 'Drama', 'Romance', 'Thriller']"
6109201,joshua tree,"['Action/Adventure', 'Crime', 'Indie', 'Thriller']","['Action/Adventure', 'Comedy', 'Crime', 'Drama', 'Thriller']"
21954355,killer party,['Horror'],"['Action/Adventure', 'Comedy', 'Drama', 'Romance']"
31423895,do you know the muffin man?,['Drama'],"['Comedy', 'Drama', 'Romance']"
11443235,midnight son,"['Drama', 'Horror', 'Short Film', 'Thriller']","['Action/Adventure', 'Crime', 'Drama', 'Horror', 'Mystery/Suspense', 'Thriller']"
1813912,tell them willie boy is here,"['Action/Adventure', 'Drama', 'Western']","['Action/Adventure', 'Comedy', 'Crime', 'Drama', 'Old-fashioned/classical style', 'Thriller']"
33316658,house at the end of the street,['Horror'],"['Action/Adventure', 'Comedy', 'Crime', 'Drama', 'Horror', 'Thriller']"
5844480,donovan's brain,"['Adaptation', 'Drama', 'Horror', 'Old-fashioned/classical style', 'Science Fiction', 'Thriller']","['Comedy', 'Drama', 'Old-fashioned/classical style', 'Romance', 'Short Film']"
3606979,the lucky texan,"['Action/Adventure', 'Old-fashioned/classical style', 'Western']","['Action/Adventure', 'Comedy', 'Drama', 'Indie', 'Old-fashioned/classical style', 'Short Film']"
2848051,honeymoon in vegas,"['Comedy', 'Crime', 'Romance']","['Action/Adventure', 'Comedy', 'Drama', 'Romance', 'Thriller']"
9358857,communion,"['Adaptation', 'Drama', 'Indie', 'Non-fiction/Educational', 'Science Fiction']","['Action/Adventure', 'Comedy', 'Drama', 'Non-fiction/Educational']"
28132190,musical justice,['Short Film'],"['Comedy', 'Drama', 'Indie', 'Old-fashioned/classical style', 'Short Film', 'Western']"
7225213,the oxford murders,"['Crime', 'Mystery/Suspense', 'Thriller']","['Action/Adventure', 'Comedy', 'Crime', 'Drama', 'Romance', 'Thriller']"
31035865,murder 2,['Horror'],"['Action/Adventure', 'Crime', 'Drama', 'Horror', 'Thriller', 'World cinema']"
